日期,星期,最高温度,最低温度,天气,风向风力
2014-01-01,星期三,10℃,4℃,多云,微风 小于3级
2014-01-02,星期四,8℃,6℃,阴转小雨,微风 小于3级
2014-01-03,星期五,9℃,5℃,阴,微风 小于3级
2014-01-04,星期六,13℃,5℃,晴,微风 小于3级
2014-01-05,星期日,10℃,6℃,多云转小雨,微风 小于3级
2014-01-06,星期一,8℃,6℃,小雨,微风 小于3级
2014-01-07,星期二,8℃,6℃,小雨,微风 小于3级
2014-01-08,星期三,9℃,6℃,小雨,微风 小于3级
2014-01-09,星期四,8℃,6℃,阴,微风 小于3级
2014-01-10,星期五,8℃,6℃,阴转小雨,微风 小于3级
2014-01-11,星期六,9℃,6℃,小雨,微风 小于3级
2014-01-12,星期日,8℃,6℃,小雨,微风 小于3级
2014-01-13,星期一,9℃,6℃,小雨转阴,微风 小于3级
2014-01-14,星期二,12℃,5℃,雾转晴,微风 小于3级
2014-01-15,星期三,10℃,6℃,多云转阴,微风 小于3级
2014-01-16,星期四,9℃,7℃,阴,微风 小于3级
2014-01-17,星期五,11℃,6℃,阴转多云,微风 小于3级
2014-01-18,星期六,13℃,5℃,多云,微风 小于3级
2014-01-19,星期日,9℃,6℃,多云转小雨,微风 小于3级
2014-01-20,星期一,13℃,6℃,阴转多云,微风 小于3级
2014-01-21,星期二,13℃,4℃,多云转晴,微风 小于3级
2014-01-22,星期三,16℃,4℃,晴,微风 小于3级
2014-01-23,星期四,15℃,5℃,晴,微风 小于3级
2014-01-24,星期五,15℃,7℃,多云,微风 小于3级
2014-01-25,星期六,14℃,8℃,多云转阴,微风 小于3级
2014-01-26,星期日,14℃,10℃,小雨,微风 小于3级
2014-01-27,星期一,15℃,9℃,小雨转多云,微风 小于3级
2014-01-28,星期二,10℃,8℃,阴转小雨,微风 小于3级
2014-01-29,星期三,17℃,8℃,阴转多云,微风 小于3级
2014-01-30,星期四,17℃,5℃,晴,微风 小于3级
2014-01-31,星期五,15℃,9℃,多云转阴,微风 小于3级
日期,星期,最高温度,最低温度,天气,风向风力
2014-02-01,星期六,15℃,9℃,雾转多云,微风 小于3级
2014-02-02,星期六,16℃,10℃,雾转多云,微风 小于3级
2014-02-03,星期一,16℃,10℃,雾转多云,微风 小于3级
2014-02-04,星期二,15℃,8℃,多云,微风 小于3级
2014-02-05,星期三,14℃,11℃,阴,微风 小于3级
2014-02-06,星期四,12℃,10℃,小雨,微风 小于3级
2014-02-07,星期五,10℃,8℃,小雨转阴,微风 小于3级
2014-02-08,星期六,7℃,4℃,阴转小雨,微风 小于3级
2014-02-09,星期日,6℃,4℃,小雨,微风 小于3级
2014-02-10,星期一,7℃,4℃,小雨,微风 小于3级
2014-02-11,星期二,7℃,3℃,阴,微风 小于3级
2014-02-12,星期三,6℃,4℃,阴转小雨,微风 小于3级
2014-02-13,星期四,9℃,4℃,阴,微风 小于3级
2014-02-14,星期五,10℃,4℃,多云转阴,微风 小于3级
2014-02-15,星期六,10℃,5℃,阴,微风 小于3级
2014-02-16,星期日,9℃,6℃,阴,微风 小于3级
2014-02-17,星期一,9℃,6℃,阴转小雨,微风 小于3级
2014-02-18,星期二,9℃,5℃,阴转小雨,微风 小于3级
2014-02-19,星期三,13℃,4℃,雾转晴,微风 小于3级
2014-02-20,星期四,15℃,5℃,晴转多云,微风 小于3级
2014-02-21,星期五,14℃,7℃,多云转阴,微风 小于3级
2014-02-22,星期六,13℃,9℃,阴,微风 小于3级
2014-02-23,星期日,13℃,10℃,阴,微风 小于3级
2014-02-24,星期一,13℃,10℃,小雨,微风 小于3级
2014-02-25,星期二,14℃,9℃,阴转多云,微风 小于3级
2014-02-26,星期三,14℃,8℃,多云转阴,微风 小于3级
2014-02-27,星期四,13℃,11℃,小雨,微风 小于3级
2014-02-28,星期五,12℃,11℃,小雨,微风 小于3级
日期,星期,最高温度,最低温度,天气,风向风力
2014-03-01,星期六,13℃,11℃,小雨,微风 小于3级
2014-03-02,星期日,13℃,10℃,小雨,微风 小于3级
2014-03-03,星期一,13℃,9℃,小雨,微风 小于3级
2014-03-04,星期二,16℃,9℃,阴转多云,微风 小于3级
2014-03-05,星期三,14℃,9℃,多云转阴,微风 小于3级
2014-03-06,星期四,13℃,10℃,小雨,微风 小于3级
2014-03-07,星期五,14℃,11℃,阴,微风 小于3级
2014-03-08,星期六,17℃,10℃,阴转多云,微风 小于3级
2014-03-09,星期日,17℃,10℃,多云转阴,微风 小于3级
2014-03-10,星期一,20℃,10℃,多云转晴,微风 小于3级
2014-03-11,星期二,20℃,11℃,晴转多云,微风 小于3级
2014-03-12,星期三,18℃,14℃,阴转小雨,微风 小于3级
2014-03-13,星期四,15℃,13℃,阴转小雨,微风 小于3级
2014-03-14,星期五,15℃,10℃,阴转多云,微风 小于3级
2014-03-15,星期六,18℃,10℃,多云,微风 小于3级
2014-03-16,星期日,23℃,10℃,多云转晴,微风 小于3级
2014-03-17,星期一,23℃,12℃,晴,微风 小于3级
2014-03-18,星期二,22℃,16℃,多云转阴,微风 小于3级
2014-03-19,星期三,25℃,16℃,多云,微风 小于3级
2014-03-20,星期四,22℃,13℃,中雨,微风 小于3级
2014-03-21,星期五,15℃,10℃,小雨转阴,微风 小于3级
2014-03-22,星期六,15℃,11℃,阴,微风 小于3级
2014-03-23,星期日,14℃,11℃,阴,微风 小于3级
2014-03-24,星期一,17℃,12℃,阴转小雨,微风 小于3级
2014-03-25,星期二,18℃,11℃,阴,微风 小于3级
2014-03-26,星期三,22℃,11℃,多云,微风 小于3级
2014-03-27,星期四,22℃,15℃,多云转阵雨,微风 小于3级
2014-03-28,星期五,24℃,15℃,阴转多云,微风 小于3级
2014-03-29,星期六,24℃,13℃,阴转多云,微风 小于3级
2014-03-30,星期日,21℃,15℃,中雨转小雨,微风 小于3级
2014-03-31,星期一,17℃,15℃,阵雨转阴,微风 小于3级
日期,星期,最高温度,最低温度,天气,风向风力
2014-04-01,星期二,16℃,14℃,小雨,微风 小于3级
2014-04-02,星期三,19℃,14℃,小雨,微风 小于3级
2014-04-03,星期四,22℃,14℃,阴,微风 小于3级
2014-04-04,星期五,21℃,15℃,阴转多云,微风 小于3级
2014-04-05,星期六,19℃,16℃,阴转中雨,微风 小于3级
2014-04-06,星期日,21℃,14℃,阵雨转阴,微风 小于3级
2014-04-07,星期一,23℃,14℃,多云,微风 小于3级
2014-04-08,星期二,25℃,16℃,多云转晴,微风 小于3级
2014-04-09,星期三,23℃,17℃,多云转阵雨,微风 小于3级
2014-04-10,星期四,22℃,18℃,阵雨,微风 小于3级
2014-04-11,星期五,21℃,19℃,小雨,微风 小于3级
2014-04-12,星期六,24℃,19℃,小雨转阴,微风 小于3级
2014-04-13,星期日,29℃,18℃,多云,微风 小于3级
2014-04-14,星期一,26℃,18℃,阵雨转阴,微风 小于3级
2014-04-15,星期二,27℃,20℃,阵雨转阴,微风 小于3级
2014-04-16,星期三,27℃,21℃,阴,微风 小于3级
2014-04-17,星期四,29℃,21℃,阴转多云,微风 小于3级
2014-04-18,星期五,27℃,22℃,中雨转阵雨,微风 小于3级
2014-04-19,星期六,27℃,20℃,阵雨转阴,微风 小于3级
2014-04-20,星期日,24℃,17℃,阴,微风 小于3级
2014-04-21,星期一,20℃,17℃,阵雨,微风 小于3级
2014-04-22,星期二,23℃,15℃,阴转多云,微风 小于3级
2014-04-23,星期三,24℃,17℃,阵雨转阴,微风 小于3级
2014-04-24,星期四,21℃,18℃,阵雨,微风 小于3级
2014-04-25,星期五,21℃,18℃,小雨,微风 小于3级
2014-04-26,星期六,21℃,17℃,阵雨,微风 小于3级
2014-04-27,星期日,22℃,13℃,多云,微风 小于3级
2014-04-28,星期一,23℃,16℃,阵雨转多云,微风 小于3级
2014-04-29,星期二,22℃,15℃,阵雨转阴,微风 小于3级
2014-04-30,星期三,28℃,15℃,多云转晴,微风 小于3级
日期,星期,最高温度,最低温度,天气,风向风力
2014-05-01,星期四,29℃,17℃,晴转多云,微风 小于3级
2014-05-02,星期五,26℃,17℃,雷阵雨转中雨,微风 小于3级
2014-05-03,星期六,18℃,16℃,小雨转中雨,微风 小于3级
2014-05-04,星期日,22℃,15℃,中雨转阴,微风 小于3级
2014-05-05,星期一,24℃,15℃,阴转多云,微风 小于3级
2014-05-06,星期二,27℃,18℃,多云转晴,微风 小于3级
2014-05-07,星期三,29℃,17℃,多云转晴,微风 小于3级
2014-05-08,星期四,24℃,18℃,阴转阵雨,微风 小于3级
2014-05-09,星期五,23℃,19℃,阵雨,微风 小于3级
2014-05-10,星期六,21℃,19℃,中雨转阵雨,微风 小于3级
2014-05-11,星期日,26℃,16℃,阴转多云,微风 小于3级
2014-05-12,星期一,25℃,18℃,多云转阴,微风 小于3级
2014-05-13,星期二,23℃,19℃,阵雨,微风 小于3级
2014-05-14,星期三,24℃,19℃,阴,微风 小于3级
2014-05-15,星期四,22℃,17℃,阵雨,微风 小于3级
2014-05-16,星期五,23℃,18℃,阵雨,微风 小于3级
2014-05-17,星期六,23℃,17℃,阵雨转阴,微风 小于3级
2014-05-18,星期日,26℃,20℃,多云,微风 小于3级
2014-05-19,星期一,27℃,20℃,阵雨转多云,微风 小于3级
2014-05-20,星期二,30℃,20℃,多云,微风 小于3级
2014-05-21,星期三,23℃,20℃,大雨转阵雨,微风 小于3级
2014-05-22,星期四,26℃,19℃,阴,微风 小于3级
2014-05-23,星期五,26℃,20℃,阴,微风 小于3级
2014-05-24,星期六,24℃,21℃,中雨,微风 小于3级
2014-05-25,星期日,26℃,21℃,小雨转阵雨,微风 小于3级
2014-05-26,星期一,24℃,19℃,阵雨转阴,微风 小于3级
2014-05-27,星期二,27℃,17℃,阴转多云,微风 小于3级
2014-05-28,星期三,27℃,20℃,多云,微风 小于3级
2014-05-29,星期四,25℃,20℃,阵雨转阴,微风 小于3级
2014-05-30,星期五,27℃,21℃,阵雨转阴,微风 小于3级
2014-05-31,星期六,26℃,22℃,阵雨转小雨,微风 小于3级
日期,星期,最高温度,最低温度,天气,风向风力
2014-06-01,星期日,31℃,22℃,阵雨转多云,微风 小于3级
2014-06-02,星期一,33℃,23℃,多云,微风 小于3级
2014-06-03,星期二,31℃,24℃,阵雨,微风 小于3级
2014-06-04,星期三,29℃,23℃,中雨转阵雨,微风 小于3级
2014-06-05,星期四,27℃,23℃,阵雨,微风 小于3级
2014-06-06,星期五,28℃,23℃,中雨转阴,微风 小于3级
2014-06-07,星期六,31℃,21℃,阴转多云,微风 小于3级
2014-06-08,星期六,26℃,23℃,多云转阵雨,微风 小于3级
2014-06-09,星期一,24℃,21℃,阵雨,微风 小于3级
2014-06-10,星期二,27℃,21℃,阵雨转阴,南风 微风
2014-06-11,星期三,30℃,21℃,多云,北风 微风
2014-06-12,星期四,24℃,21℃,阵雨,西北风 微风
2014-06-13,星期五,22℃,20℃,中雨,西北风 微风
2014-06-14,星期六,23℃,20℃,阵雨,西北风 微风
2014-06-15,星期日,26℃,20℃,阵雨转阴,南风 微风
2014-06-16,星期一,33℃,22℃,多云,西北风 微风
2014-06-17,星期二,35℃,23℃,多云,西风 微风
2014-06-18,星期三,33℃,24℃,多云,西北风 微风
2014-06-19,星期四,25℃,23℃,大雨转中雨,北风 微风
2014-06-20,星期五,22℃,20℃,中雨,东风 微风
2014-06-21,星期六,27℃,20℃,阵雨转阴,北风 微风
2014-06-22,星期日,25℃,21℃,阵雨,西北风 微风
2014-06-23,星期一,25℃,21℃,中雨,西北风 微风
2014-06-24,星期二,24℃,22℃,大雨,西风 微风
2014-06-25,星期三,25℃,22℃,小雨,东南风 微风
2014-06-26,星期四,27℃,22℃,小雨,西风 微风
2014-06-27,星期五,28℃,23℃,阴转阵雨,西南风 微风
2014-06-28,星期六,26℃,24℃,阵雨转中雨,西北风 微风
2014-06-29,星期日,23℃,22℃,中雨转小雨,南风 微风
2014-06-30,星期一,24℃,21℃,中雨,北风 微风
日期,星期,最高温度,最低温度,天气,风向风力
2014-07-01,星期二,27℃,19℃,小雨转阴,东南风 微风
2014-07-02,星期三,27℃,22℃,阴转大雨,西北风 微风
2014-07-03,星期四,31℃,21℃,小雨转多云,西南风 微风
2014-07-04,星期五,34℃,22℃,多云转晴,南风 微风
2014-07-05,星期六,36℃,24℃,晴,北风 微风
2014-07-06,星期日,35℃,26℃,多云,东北风 微风
2014-07-07,星期一,36℃,26℃,多云,北风 微风
2014-07-08,星期二,38℃,27℃,多云转晴,西北风 微风
2014-07-09,星期三,34℃,28℃,多云,西北风 微风
2014-07-10,星期四,30℃,25℃,中雨,西风 微风
2014-07-11,星期五,28℃,22℃,中雨转小雨,微风 小于3级
2014-07-12,星期六,28℃,23℃,小雨转阵雨,微风 小于3级
2014-07-13,星期日,30℃,23℃,阴,微风 小于3级
2014-07-14,星期一,31℃,24℃,阴,微风 小于3级
2014-07-15,星期二,29℃,24℃,大雨,微风 小于3级
2014-07-16,星期三,30℃,22℃,阴,微风 小于3级
2014-07-17,星期四,34℃,24℃,多云,微风 小于3级
2014-07-18,星期五,35℃,24℃,多云,微风 小于3级
2014-07-19,星期六,36℃,26℃,多云,微风 小于3级
2014-07-20,星期日,35℃,27℃,多云转阵雨,微风 小于3级
2014-07-21,星期一,36℃,27℃,多云转晴,微风 小于3级
2014-07-22,星期二,38℃,28℃,多云转晴,微风 小于3级
2014-07-23,星期三,38℃,28℃,多云,微风 小于3级
2014-07-24,星期四,34℃,28℃,阵雨转阴,微风 小于3级
2014-07-25,星期五,35℃,25℃,雷阵雨转阴,微风 小于3级
2014-07-26,星期六,37℃,26℃,多云转晴,微风 小于3级
2014-07-27,星期日,36℃,26℃,多云转晴,微风 小于3级
2014-07-28,星期一,38℃,28℃,晴转多云,微风 小于3级
2014-07-29,星期二,38℃,29℃,多云,微风 小于3级
2014-07-30,星期三,38℃,28℃,晴转多云,微风 小于3级
2014-07-31,星期四,36℃,29℃,雷阵雨,微风 小于3级
日期,星期,最高温度,最低温度,天气,风向风力
2014-08-01,星期五,37℃,29℃,阴转多云,微风 小于3级
2014-08-02,星期六,35℃,26℃,多云,微风 小于3级
2014-08-03,星期日,37℃,27℃,多云转晴,微风 小于3级
2014-08-04,星期一,38℃,28℃,晴转多云,微风 小于3级
2014-08-05,星期二,39℃,28℃,晴,微风 小于3级
2014-08-06,星期三,39℃,27℃,晴,微风 小于3级
2014-08-07,星期四,39℃,29℃,晴转多云,微风 小于3级
2014-08-08,星期五,39℃,29℃,多云转晴,微风 小于3级
2014-08-09,星期六,33℃,27℃,多云,微风 小于3级
2014-08-10,星期日,29℃,25℃,中雨,微风 小于3级
2014-08-11,星期一,27℃,23℃,中雨转阵雨,微风 小于3级
2014-08-12,星期二,24℃,21℃,中雨转阵雨,微风 小于3级
2014-08-13,星期三,29℃,21℃,阵雨转阴,微风 小于3级
2014-08-14,星期四,34℃,23℃,多云,微风 小于3级
2014-08-15,星期五,33℃,23℃,多云转阴,微风 小于3级
2014-08-16,星期六,27℃,24℃,小雨转中雨,微风 小于3级
2014-08-17,星期日,27℃,24℃,中雨转大雨,微风 小于3级
2014-08-18,星期一,30℃,24℃,中雨转多云,微风 小于3级
2014-08-19,星期二,34℃,24℃,阴转多云,微风 小于3级
2014-08-20,星期三,34℃,23℃,晴,微风 小于3级
2014-08-21,星期四,34℃,24℃,晴,微风 小于3级
2014-08-22,星期五,29℃,24℃,阵雨,微风 小于3级
2014-08-23,星期六,24℃,21℃,中雨转小雨,微风 小于3级
2014-08-24,星期日,26℃,20℃,阴,微风 小于3级
2014-08-25,星期一,28℃,23℃,阴,微风 小于3级
2014-08-26,星期二,26℃,23℃,阴,微风 小于3级
2014-08-27,星期三,25℃,21℃,大雨,微风 小于3级
2014-08-28,星期四,26℃,21℃,中雨转小雨,微风 小于3级
2014-08-29,星期五,31℃,22℃,小雨转多云,微风 小于3级
2014-08-30,星期六,33℃,24℃,多云,微风 小于3级
2014-08-31,星期日,30℃,25℃,多云转阴,微风 小于3级
日期,星期,最高温度,最低温度,天气,风向风力
2014-09-01,星期一,29℃,23℃,阵雨,微风 小于3级
2014-09-02,星期二,24℃,21℃,大雨转小雨,微风 小于3级
2014-09-03,星期三,30℃,20℃,阴转多云,微风 小于3级
2014-09-04,星期四,26℃,22℃,中雨,微风 小于3级
2014-09-05,星期五,29℃,22℃,多云,微风 小于3级
2014-09-06,星期六,32℃,23℃,多云,微风 小于3级
2014-09-07,星期日,33℃,24℃,多云,微风 小于3级
2014-09-08,星期一,34℃,24℃,多云,微风 小于3级
2014-09-09,星期二,34℃,25℃,多云,微风 小于3级
2014-09-10,星期三,35℃,25℃,阴,微风 小于3级
2014-09-11,星期四,33℃,26℃,多云转阴,微风 小于3级
2014-09-12,星期五,32℃,26℃,阵雨转阴,微风 小于3级
2014-09-13,星期六,31℃,25℃,中雨转阴,微风 小于3级
2014-09-14,星期日,29℃,24℃,阵雨,微风 小于3级
2014-09-15,星期一,26℃,22℃,中雨转阵雨,微风 小于3级
2014-09-16,星期二,25℃,21℃,阵雨转小雨,微风 小于3级
2014-09-17,星期三,26℃,21℃,小雨转中雨,微风 小于3级
2014-09-18,星期四,22℃,19℃,大雨,微风 小于3级
2014-09-19,星期五,25℃,19℃,中雨转多云,微风 小于3级
2014-09-20,星期六,29℃,18℃,多云,微风 小于3级
2014-09-21,星期日,32℃,20℃,晴,微风 小于3级
2014-09-22,星期一,31℃,20℃,晴,微风 小于3级
2014-09-23,星期二,30℃,20℃,多云,微风 小于3级
2014-09-24,星期三,24℃,19℃,阴,微风 小于3级
2014-09-25,星期四,26℃,20℃,阴,微风 小于3级
2014-09-26,星期五,24℃,20℃,阴转小雨,微风 小于3级
2014-09-27,星期六,25℃,21℃,小雨转中雨,微风 小于3级
2014-09-28,星期日,25℃,20℃,小雨,微风 小于3级
2014-09-29,星期一,26℃,20℃,阴,微风 小于3级
2014-09-30,星期二,29℃,21℃,阴转多云,微风 小于3级
日期,星期,最高温度,最低温度,天气,风向风力
2014-10-01,星期三,25℃,22℃,小雨,微风 小于3级
2014-10-02,星期四,28℃,19℃,阴转多云,微风 小于3级
2014-10-03,星期五,28℃,19℃,多云,微风 小于3级
2014-10-04,星期六,24℃,20℃,中雨转小雨,微风 小于3级
2014-10-05,星期日,27℃,18℃,阴转多云,微风 小于3级
2014-10-06,星期一,30℃,19℃,多云,微风 小于3级
2014-10-07,星期二,30℃,18℃,晴,微风 小于3级
2014-10-08,星期三,29℃,18℃,晴转多云,微风 小于3级
2014-10-09,星期四,28℃,20℃,多云,微风 小于3级
2014-10-10,星期五,29℃,20℃,晴,微风 小于3级
2014-10-11,星期六,28℃,20℃,多云,微风 小于3级
2014-10-12,星期日,23℃,17℃,多云,微风 小于3级
2014-10-13,星期一,20℃,15℃,阴,微风 小于3级
2014-10-14,星期二,21℃,15℃,阴,微风 小于3级
2014-10-15,星期三,20℃,15℃,阴转阵雨,微风 小于3级
2014-10-16,星期四,18℃,16℃,小雨,微风 小于3级
2014-10-17,星期五,17℃,15℃,小雨,微风 小于3级
2014-10-18,星期六,19℃,16℃,小雨,微风 小于3级
2014-10-19,星期日,19℃,17℃,中雨转小雨,微风 小于3级
2014-10-20,星期一,21℃,16℃,中雨转阵雨,微风 小于3级
2014-10-21,星期二,25℃,17℃,多云转晴,微风 小于3级
2014-10-22,星期三,26℃,15℃,晴转多云,微风 小于3级
2014-10-23,星期四,23℃,17℃,阴,微风 小于3级
2014-10-24,星期五,24℃,17℃,阴,微风 小于3级
2014-10-25,星期六,26℃,16℃,多云,微风 小于3级
2014-10-26,星期日,26℃,18℃,多云,微风 小于3级
2014-10-27,星期一,23℃,19℃,阴转小雨,微风 小于3级
2014-10-28,星期二,22℃,18℃,大雨转小雨,微风 小于3级
2014-10-29,星期三,21℃,18℃,小雨,微风 小于3级
2014-10-30,星期四,21℃,17℃,阴,微风 小于3级
2014-10-31,星期五,20℃,17℃,阴,微风 小于3级
日期,星期,最高温度,最低温度,天气,风向风力
2014-11-01,星期六,19℃,15℃,小雨,微风 小于3级
2014-11-02,星期日,15℃,13℃,小雨,微风 小于3级
2014-11-03,星期一,16℃,12℃,阴,微风 小于3级
2014-11-04,星期二,17℃,10℃,多云转阴,微风 小于3级
2014-11-05,星期三,17℃,12℃,阴转多云,微风 小于3级
2014-11-06,星期四,16℃,13℃,阴,微风 小于3级
2014-11-07,星期五,15℃,12℃,小雨,微风 小于3级
2014-11-08,星期五,18℃,12℃,阴转多云,微风 小于3级
2014-11-09,星期五,18℃,12℃,阴转多云,微风 小于3级
2014-11-10,星期一,18℃,12℃,阴转多云,微风 小于3级
2014-11-11,星期二,16℃,12℃,小雨转阴,微风 小于3级
2014-11-12,星期三,14℃,12℃,阴转小雨,微风 小于3级
2014-11-13,星期四,15℃,12℃,小雨转阴,微风 小于3级
2014-11-14,星期五,18℃,8℃,晴,微风 小于3级
2014-11-15,星期六,15℃,12℃,小雨,微风 小于3级
2014-11-16,星期日,15℃,12℃,小雨,微风 小于3级
2014-11-17,星期一,14℃,12℃,小雨,微风 小于3级
2014-11-18,星期二,16℃,11℃,阴,微风 小于3级
2014-11-19,星期三,17℃,10℃,阴转多云,微风 小于3级
2014-11-20,星期四,16℃,10℃,多云转阴,微风 小于3级
2014-11-21,星期五,15℃,11℃,阴,微风 小于3级
2014-11-22,星期六,14℃,12℃,小雨,微风 小于3级
2014-11-23,星期日,14℃,12℃,小雨,微风 小于3级
2014-11-24,星期一,13℃,12℃,小雨,微风 小于3级
2014-11-25,星期二,16℃,11℃,阴转多云,微风 小于3级
2014-11-26,星期三,16℃,10℃,多云转阴,微风 小于3级
2014-11-27,星期四,16℃,13℃,小雨转阴,微风 小于3级
2014-11-28,星期五,16℃,12℃,阴,微风 小于3级
2014-11-29,星期六,15℃,12℃,小雨,微风 小于3级
2014-11-30,星期日,14℃,12℃,小雨,微风 小于3级
日期,星期,最高温度,最低温度,天气,风向风力
2014-12-01,星期一,13℃,11℃,小雨转阴,微风 小于3级
2014-12-02,星期二,14℃,11℃,阴,微风 小于3级
2014-12-03,星期三,11℃,9℃,小雨,微风 小于3级
2014-12-04,星期四,12℃,10℃,阴,微风 小于3级
2014-12-05,星期五,15℃,10℃,阴,微风 小于3级
2014-12-06,星期六,12℃,9℃,阴,微风 小于3级
2014-12-07,星期日,12℃,9℃,阴,微风 小于3级
2014-12-08,星期一,15℃,10℃,多云,微风 小于3级
2014-12-09,星期二,12℃,9℃,阴转小雨,微风 小于3级
2014-12-10,星期三,9℃,7℃,小雨,微风 小于3级
2014-12-11,星期四,8℃,5℃,小雨,微风 小于3级
2014-12-12,星期五,9℃,5℃,小雨转阴,微风 小于3级
2014-12-13,星期六,10℃,6℃,阴,微风 小于3级
2014-12-14,星期日,10℃,6℃,阴,微风 小于3级
2014-12-15,星期一,8℃,6℃,小雨,微风 小于3级
2014-12-16,星期二,8℃,5℃,阴,微风 小于3级
2014-12-17,星期三,10℃,4℃,阴转多云,微风 小于3级
2014-12-18,星期四,9℃,6℃,小雨,微风 小于3级
2014-12-19,星期五,12℃,4℃,阴转多云,微风 小于3级
2014-12-20,星期六,11℃,5℃,多云,微风 小于3级
2014-12-21,星期日,9℃,6℃,阴,微风 小于3级
2014-12-22,星期一,11℃,4℃,阴,微风 小于3级
2014-12-23,星期二,11℃,6℃,阴转多云,微风 小于3级
2014-12-24,星期三,11℃,5℃,多云,微风 小于3级
2014-12-25,星期四,9℃,7℃,小雨,微风 小于3级
2014-12-26,星期五,10℃,8℃,小雨,微风 小于3级
2014-12-27,星期六,10℃,7℃,小雨,微风 小于3级
2014-12-28,星期日,12℃,6℃,阴转多云,微风 小于3级
2014-12-29,星期一,15℃,5℃,晴,微风 小于3级
2014-12-30,星期二,13℃,5℃,晴转多云,微风 小于3级
2014-12-31,星期三,12℃,6℃,阴转多云,微风 小于3级
日期,星期,最高温度,最低温度,天气,风向风力
2015-01-01,星期四,10℃,7℃,阴,微风 小于3级
2015-01-02,星期五,9℃,7℃,阴,微风 小于3级
2015-01-03,星期六,12℃,8℃,阴,微风 小于3级
2015-01-04,星期日,12℃,8℃,阴,微风 小于3级
2015-01-05,星期一,9℃,7℃,阴转小雨,微风 小于3级
2015-01-06,星期二,9℃,5℃,小雨,微风 小于3级
2015-01-07,星期三,11℃,5℃,多云转阴,微风 小于3级
2015-01-08,星期四,10℃,8℃,小雨,微风 小于3级
2015-01-09,星期五,10℃,6℃,阴,微风 小于3级
2015-01-10,星期六,12℃,7℃,阴,微风 小于3级
2015-01-11,星期日,12℃,7℃,阴,微风 小于3级
2015-01-12,星期一,14℃,7℃,阴转多云,微风 小于3级
2015-01-13,星期二,15℃,5℃,晴,微风 小于3级
2015-01-14,星期三,13℃,6℃,晴转多云,微风 小于3级
2015-01-15,星期四,12℃,9℃,阴,微风 小于3级
2015-01-16,星期五,13℃,8℃,阴,微风 小于3级
2015-01-17,星期六,13℃,9℃,阴转小雨,微风 小于3级
2015-01-18,星期日,12℃,9℃,小雨转阴,微风 小于3级
